TID	NAME	UseNormalAttack	HateRace	HateRacePercent	HateClass	HateClassPercent	HateAction	HateActionPercent	FellowWorkerTID	FellowWorkerName	FellowWorkerRange	FellowWorkerAcceptCount	FellowWorkerRefreshTime	FollowerTID	FollowerName	FollowerNUM	Max_CumulativeFollower	Min_UpkeepFollower	FollowerRoyalty	Skill1	Skill2	Skill3	Skill4	Skill5	Item1	Item2	Item3	Item4	Item5	Guard	PreemptiveType	PreemptiveCondition1	PreemptiveCondition2	PreemptiveCondition3	PreemptiveRange	Immunity	ImmunPercent	Attribute	SummonTID	SummonMaxCount
11861	케잔 보병	1	문엘프	120	법사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	<MOB>독정령스킬	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				197												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11891	하라 솔저	1	인간	120	전사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	<MOB>공기정령스킬	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				194												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11921	지르카 케인독 가디언	1	오크	120	법사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11951	하라 퀸	1	인간	120	법사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11981	케잔 중보병	1	문엘프	120	궁수	100	null	null	null	null	null	null	60	null	null	null	null	null	null	<MOB>물정령스킬	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				193												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12011	하라 킹	1	오크	120	전사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12041	케잔 대장	1	문엘프	120	법사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	<BOSS><토탈 브로큰>스킬	<MOB>마법정령스킬	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				376	192											LV								
																				1	6											30								
																				HP	HP											이상								
																				0	0											금지								
																				이상	이상																			
																				30	0																			
																				시간	시간																			
																				5	5																			
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12071	지르카 케인독 대장	1	인간	120	전사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	<BOSS><케인독 대장>스킬	<MOB>땅정령스킬	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				372	195											LV								
																				1	6											30								
																				HP	HP											이상								
																				0	0											금지								
																				이상	이상																			
																				30	0																			
																				시간	시간																			
																				5	5																			
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
332	암흑거미	1	인간	110	전사	110	null	null	null	null	5	1	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
