ID	tname	npcid list	npc name list	°øÅëÈ®·ü	°øÅë´ë»ç	¸»Ç³¼± ´ë»ç	Min_Time	Max_Time	¾Ç´ç 1´Ü°è ´ë»çÈ®·ü	¾Ç´ç 1´Ü°è ´ë»ç	¾Ç´ç 2´Ü°è ´ë»çÈ®·ü	¾Ç´ç 2´Ü°è ´ë»ç	¾Ç´ç 3´Ü°è ´ë»çÈ®·ü	¾Ç´ç 3´Ü°è ´ë»ç
					Gustof is a funny guy. Just talking with him makes me happy. And he's very genuine as well. I think it would be lots of fun to travel with him.					Gustof is a funny guy. Just talking with him makes me happy. And he's very genuine as well. I think it would be lots of fun to travel with him.		Gustof is a funny guy. Just talking with him makes me happy. And he's very genuine as well. I think it would be lots of fun to travel with him.		Gustof is a funny guy. Just talking with him makes me happy. And he's very genuine as well. I think it would be lots of fun to travel with him.
					Gustof and Leranche. Just looking at them makes me happy. Maybe it's because of their similar, yet drastically different personalities. Haha. I'm sure the two of them would be great together.					Gustof and Leranche. Just looking at them makes me happy. Maybe it's because of their similar, yet drastically different personalities. Haha. I'm sure the two of them would be great together.		Gustof and Leranche. Just looking at them makes me happy. Maybe it's because of their similar, yet drastically different personalities. Haha. I'm sure the two of them would be great together.		Gustof and Leranche. Just looking at them makes me happy. Maybe it's because of their similar, yet drastically different personalities. Haha. I'm sure the two of them would be great together.
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
320	<Pharmacist> Tylon		<Pharmacist> Tylon	100	Are you sick? If not, please step aside. I need to look at a patient. May the righteousness of the Elementals be realized.				100	Are you sick? If not, please step aside. I need to look at a patient. May the righteousness of the Elementals be realized.	100	Are you sick? If not, please step aside. I need to look at a patient. May the righteousness of the Elementals be realized.	100	Are you sick? If not, please step aside. I need to look at a patient. May the righteousness of the Elementals be realized.
					Unless you have an illness, there's no need to speak with me. May the righteousness of the Elementals be realized.					Unless you have an illness, there's no need to speak with me. May the righteousness of the Elementals be realized.		Unless you have an illness, there's no need to speak with me. May the righteousness of the Elementals be realized.		Unless you have an illness, there's no need to speak with me. May the righteousness of the Elementals be realized.
					I know what Sharin's worried about. She's really warm-hearted. But that doesn't mean I'm forgiven. That is the only truth. May the righteousness of the Elementals be realized.					I know what Sharin's worried about. She's really warm-hearted. But that doesn't mean I'm forgiven. That is the only truth. May the righteousness of the Elementals be realized.		I know what Sharin's worried about. She's really warm-hearted. But that doesn't mean I'm forgiven. That is the only truth. May the righteousness of the Elementals be realized.		I know what Sharin's worried about. She's really warm-hearted. But that doesn't mean I'm forgiven. That is the only truth. May the righteousness of the Elementals be realized.
					A runaway can do what's suitable for a runaway until the moment he dies. May the righteousness of the Elementals be realized.					A runaway can do what's suitable for a runaway until the moment he dies. May the righteousness of the Elementals be realized.		A runaway can do what's suitable for a runaway until the moment he dies. May the righteousness of the Elementals be realized.		A runaway can do what's suitable for a runaway until the moment he dies. May the righteousness of the Elementals be realized.
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
321	<Animal Breeder> Fosteros		<Animal Breeder> Fosteros	100	When the weather's good, I feel like running to the end of the earth. Whether it's me or the animals, staying at the farm all the time can be quite tiring. It'd be nice to leave the business behind and take a day off. But I can't because there are so many who come to see me.				100	When the weather's good, I feel like running to the end of the earth. Whether it's me or the animals, staying at the farm all the time can be quite tiring. It'd be nice to leave the business behind and take a day off. But I can't because there are so many who come to see me.	100	When the weather's good, I feel like running to the end of the earth. Whether it's me or the animals, staying at the farm all the time can be quite tiring. It'd be nice to leave the business behind and take a day off. But I can't because there are so many who come to see me.	100	When the weather's good, I feel like running to the end of the earth. Whether it's me or the animals, staying at the farm all the time can be quite tiring. It'd be nice to leave the business behind and take a day off. But I can't because there are so many who come to see me.
					The more varied the transportation methods, the better. Using Roundtrip Passports and Passports is good. Using the portal is also nice, but nothing beats the horses that I breed. They'll suit you well.					The more varied the transportation methods, the better. Using Roundtrip Passports and Passports is good. Using the portal is also nice, but nothing beats the horses that I breed. They'll suit you well.		The more varied the transportation methods, the better. Using Roundtrip Passports and Passports is good. Using the portal is also nice, but nothing beats the horses that I breed. They'll suit you well.		The more varied the transportation methods, the better. Using Roundtrip Passports and Passports is good. Using the portal is also nice, but nothing beats the horses that I breed. They'll suit you well.
